customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03566,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.49,1764.8,No
CUST-03567,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.81,3836.43,Yes
CUST-03568,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.12,1119.77,No
CUST-03569,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,57.5,4204.07,Yes
CUST-03570,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.55,5508.11,No
CUST-03571,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.9,18.0,Yes
CUST-03572,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.76,2334.61,Yes
CUST-03573,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.16,594.45,No
CUST-03574,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.52,148.16,Yes
CUST-03575,Female,0,No,No,23,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.3,847.56,No
CUST-03576,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,42.83,2752.34,No
CUST-03577,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,59.86,3213.5,No
CUST-03578,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.85,1885.4,No
CUST-03579,Female,0,No,No,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.51,1865.4,No
CUST-03580,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.36,3629.87,No
CUST-03581,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.7,768.16,No
CUST-03582,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.78,1376.69,No
CUST-03583,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.59,2805.86,Yes
CUST-03584,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.16,2631.45,No
CUST-03585,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.56,18.0,Yes
CUST-03586,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.27,4897.32,No
CUST-03587,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15,1414.37,No
CUST-03588,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,58.65,1204.69,Yes
CUST-03589,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,50.51,219.31,No
CUST-03590,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),48.84,683.85,No
CUST-03591,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.12,18.0,Yes
CUST-03592,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.19,171.09,No
CUST-03593,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.35,87.42,No
CUST-03594,Female,1,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),83.58,478.13,Yes
CUST-03595,Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.54,1279.34,No
CUST-03596,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),70.34,3354.98,No
CUST-03597,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.21,4609.31,Yes
CUST-03598,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,81.13,115.59,Yes
CUST-03599,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.98,219.77,No
CUST-03600,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,82.4,2111.81,Yes
CUST-03601,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.14,476.68,Yes
CUST-03602,Female,1,No,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,40.81,1642.04,No
CUST-03603,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.23,2930.04,No
CUST-03604,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,69.77,1137.08,No
CUST-03605,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,73.1,711.18,No
CUST-03606,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.87,3384.79,No
CUST-03607,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.27,5696.28,No
CUST-03608,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,58.16,4170.04,No
CUST-03609,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.91,3673.31,Yes
CUST-03610,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,59.0,209.6,No
CUST-03611,Female,0,No,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.88,1661.68,No
CUST-03612,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.72,3175.75,Yes
CUST-03613,Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,57.79,2298.59,No
CUST-03614,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.2,107.88,No
CUST-03615,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.48,2969.04,Yes
CUST-03616,Male,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,52.93,2032.79,No
CUST-03617,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,48.56,402.36,No
CUST-03618,Male,0,No,Yes,10,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,59.05,505.91,No
CUST-03619,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.01,948.17,No
CUST-03620,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.37,18.0,No
CUST-03621,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),50.27,18.0,No
CUST-03622,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),57.44,18.0,No
CUST-03623,Male,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.05,1625.51,Yes
CUST-03624,Male,0,No,Yes,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),76.96,5293.17,No
CUST-03625,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.68,746.21,Yes
CUST-03626,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,73.19,702.36,Yes
CUST-03627,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.48,18.0,No
CUST-03628,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.42,70.35,Yes
CUST-03629,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,805.02,Yes
CUST-03630,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.32,746.4,No
CUST-03631,Male,1,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.37,4712.71,No
CUST-03632,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.32,1566.77,No
CUST-03633,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.97,2794.62,No
CUST-03634,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),69.72,1857.36,No
CUST-03635,Female,1,No,Yes,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,73.86,1706.11,Yes
CUST-03636,Male,1,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),57.18,26.31,No
CUST-03637,Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,32.21,1664.39,No
CUST-03638,Male,0,No,No,57,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.55,4185.58,No
CUST-03639,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,45.07,178.28,No
CUST-03640,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.49,1441.35,Yes
CUST-03641,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.91,109.6,No
CUST-03642,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),72.91,5272.08,No
CUST-03643,Female,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.18,1903.11,No
CUST-03644,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.98,3488.48,No
CUST-03645,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.14,488.55,No
CUST-03646,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,48.67,2730.7,No
CUST-03647,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.58,1371.35,No
CUST-03648,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),105.71,1106.62,Yes
CUST-03649,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.08,3222.31,Yes
CUST-03650,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,41.0,632.13,Yes
CUST-03651,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.04,1785.43,Yes
CUST-03652,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),82.45,5919.18,Yes
CUST-03653,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.55,484.83,No
CUST-03654,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,66.21,720.18,No
CUST-03655,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.04,881.92,Yes
CUST-03656,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.43,2248.15,No
CUST-03657,Female,1,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,81.25,924.96,No
CUST-03658,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.46,74.06,No
CUST-03659,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.31,1295.18,No
CUST-03660,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.01,3528.62,No
CUST-03661,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.09,1946.63,No
CUST-03662,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),54.77,1874.87,No
CUST-03663,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.31,374.06,No
CUST-03664,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.23,4084.21,Yes
CUST-03665,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,69.61,331.67,No
CUST-03666,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.95,6493.78,No
CUST-03667,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.75,267.94,No
CUST-03668,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.55,2550.23,No
CUST-03669,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.15,144.8,No
CUST-03670,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.31,1048.4,No
CUST-03671,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.32,1012.69,Yes
CUST-03672,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),55.02,1951.49,No
CUST-03673,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.48,4694.32,No
CUST-03674,Male,1,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,46.56,1953.53,No
CUST-03675,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.06,145.03,No
CUST-03676,Male,1,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.62,3231.39,Yes
CUST-03677,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.73,2603.4,No
CUST-03678,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.95,389.63,No
CUST-03679,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.82,2194.73,No
CUST-03680,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.44,3354.45,Yes
CUST-03681,Female,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.08,233.73,No
CUST-03682,Male,1,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.22,4018.25,No
CUST-03683,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.34,94.09,Yes
CUST-03684,Female,0,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,31.73,2253.32,No
CUST-03685,Female,0,Yes,Yes,4,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,52.35,200.17,No
CUST-03686,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),27.56,58.43,No
CUST-03687,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.35,835.7,Yes
CUST-03688,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,68.93,646.11,No
CUST-03689,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.03,868.06,No
CUST-03690,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.89,682.94,No
CUST-03691,Male,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.14,3058.04,Yes
CUST-03692,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,81.93,1090.86,No
CUST-03693,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.0,2496.06,Yes
CUST-03694,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),55.13,2588.43,No
CUST-03695,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.39,3546.71,No
CUST-03696,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),81.72,1953.48,No
CUST-03697,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,69.11,3474.29,No
CUST-03698,Male,0,Yes,Yes,35,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),51.45,1864.12,No
CUST-03699,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.19,112.28,No
CUST-03700,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.08,1763.0,No
CUST-03701,Male,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),59.59,1880.43,No
CUST-03702,Male,0,No,No,65,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.97,3612.15,No
CUST-03703,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48.98,26.24,No
CUST-03704,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.24,532.77,No
CUST-03705,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.61,3538.17,No
CUST-03706,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.87,123.77,Yes
CUST-03707,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.23,3105.31,No
CUST-03708,Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,57.41,118.96,Yes
CUST-03709,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),54.32,1873.09,No
CUST-03710,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.92,1803.31,Yes
CUST-03711,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,79.77,2675.93,No
CUST-03712,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.65,107.6,No
CUST-03713,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.66,2496.98,No
CUST-03714,Male,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,44.96,240.43,No
CUST-03715,Female,0,Yes,No,45,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.12,3647.1,No
CUST-03716,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,36.08,1297.7,No
CUST-03717,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.16,18.0,Yes
CUST-03718,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.87,83.97,No
CUST-03719,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,61.2,761.43,No
CUST-03720,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.08,925.91,No
CUST-03721,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),52.13,930.59,Yes
CUST-03722,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,36.92,2080.23,No
CUST-03723,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,80.79,4912.15,No
CUST-03724,Female,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.2,263.29,Yes
CUST-03725,Male,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.69,132.93,Yes
CUST-03726,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.33,1891.15,Yes
CUST-03727,Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,65.93,49.12,No
CUST-03728,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),62.83,688.51,No
CUST-03729,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),76.16,133.2,No
CUST-03730,Female,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,79.57,3815.09,No
CUST-03731,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.53,2421.83,Yes
CUST-03732,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.29,2580.75,No
CUST-03733,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.32,79.66,No
CUST-03734,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,86.3,4868.4,Yes
CUST-03735,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,63.15,18.0,No
CUST-03736,Male,1,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),41.24,1222.25,No
CUST-03737,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.5,2593.5,Yes
CUST-03738,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,32.13,1740.64,No
CUST-03739,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.57,2271.9,No
CUST-03740,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.36,22.12,No
CUST-03741,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.33,55.0,No
